#Name: J/A+A/549/A119,,,,,,,,[km/s],[km/s],[km/s],[km/s],[km/s],[km/s],[10-7W],[10-7W],[10-7W],[10-7W],[10-7W],[10-7W],[Msun],[Msun],[Msun],[Msun],[Msun],[Msun],[Msun],[Msun],[Msun],[Msun],[Msun/yr],[Msun/yr],[Msun/yr],[-],[-],[-],[-],deg,deg
"#Title: Black-hole masses of type-1 AGNs (Caccianiga+, 2013)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,ivoid=ivo://cds.vizier/j/a+a/549/a119,    IVOID of underlying data collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,creator=Caccianiga A.,    First author or institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,cites=bibcode:2013A&A...549A.119C,    Article or Data origin sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,editor=Astronomy and Astrophysics,    Editor name (article),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,original_date=2013,    Year of the article publication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/549/A119,    Dataset landing page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,citation=doi:10.26093/cds/vizier.35490119,    Dataset identifier that can be used for citation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,publication_date=2017-12-12,    Date of first publication in the data centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html,    Licence URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Table,J_A_A_549_A119_table1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Name: J/A+A/549/A119/table1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Title: Black-hole masses of the AGN-1 in XBS (XMM-Newton Serendipitous sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,XBS,(A16),XMM-Newton Serendipitous name (JHHMMSS.s+DDMMSS),[ucd=meta.id;meta.main],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,z,(F6.3),Redshift,[ucd=src.redshift],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logWHb,(F5.2),? Logarithm of the FWHM of the broad component of the H{beta},[ucd=spect.line.width],,,,[km/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,E_logWHb,(F6.3),? Error on logWHb (upper value),[ucd=stat.error;stat.max],,,,[km/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,e_logWHb,(F6.3),? Error on logWHb (lower value),[ucd=stat.error],,,,[km/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logWMg,(F5.2),? Logarithm of the FWHM of the broad component of the MgII {lambda}2798{AA},[ucd=spect.line.width],,,,[km/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,E_logWMg,(F6.3),? Error on logWMg (upper value),[ucd=stat.error;stat.max],,,,[km/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,e_logWMg,(F6.3),? Error on logWMg (lower value),[ucd=stat.error],,,,[km/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logL51,(F5.2),Logarithm of the monochormatic luminosity at 5100{AA} (1),[ucd=phys.luminosity],,,,[10-7W],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,E_logL51,(F5.2),Error on logL51 (upper value),[ucd=stat.error;stat.max],,,,[10-7W],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,e_logL51,(F5.2),Error on logL51 (lower value),[ucd=stat.error],,,,[10-7W],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logL30,(F5.2),Logarithm of the monochormatic luminosity at 3000{AA} (1),[ucd=phys.luminosity],,,,[10-7W],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,E_logL30,(F5.2),Error on log30 (upper value),[ucd=stat.error;stat.max],,,,[10-7W],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,e_logL30,(F5.2),Error on log30 (lower value),[ucd=stat.error],,,,[10-7W],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logMHb,(F5.2),? Logarithm of the black-hole mass derived from H{beta},[ucd=phys.mass],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,E_logMHb,(F5.2),? Error on logMHb (upper value),[ucd=stat.error;stat.max],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,e_logMHb,(F5.2),? Error on logMHb (lower value),[ucd=stat.error],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logMMg,(F5.2),? Logarithm of the black-hole mass derived from MgII {lambda}2798{AA},[ucd=phys.mass],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,E_logMMg,(F5.2),? Error on logMMg (upper value),[ucd=stat.error;stat.max],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,e_logMMg,(F5.2),? Error on logMMg (lower value),[ucd=stat.error],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logMb,(F5.2),? Logarithm of the black-hole mass considered as best estimate,[ucd=phys.mass],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,E_logMb,(F5.2),? Error on logMb (upper value),[ucd=stat.error;stat.max],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,e_logMb,(F5.2),? Error on logMb (lower value),[ucd=stat.error],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logM,(F5.2),? Logarithm of the best estimate black-hole mass corrected for the effect of radiation pressure,[ucd=phys.mass],,,,[Msun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logdM/dt,(F5.2),Logarithm of the absolute accretion rate,[ucd=phys.mass.loss],,,,[Msun/yr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,E_logdM/dt,(F5.2),Error on Mass loss (upper value),[ucd=stat.error;stat.max],,,,[Msun/yr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,e_logdM/dt,(F5.2),Error on Mass loss (lower value),[ucd=stat.error],,,,[Msun/yr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logLed,(F5.2),Logarithm of the Eddington ratio,[ucd=phys.luminosity;arith.ratio],,,,[-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,E_logLed,(F5.2),Error on Eddigtom luminosity (upper value),[ucd=stat.error;stat.max],,,,[-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,e_logLed,(F5.2),Error on Eddigtom luminosity (lower value),[ucd=stat.error],,,,[-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,logLedc,(F5.2),Logarithm of the Eddington ratio corrected for the effects of radiation pressure,[ucd=phys.luminosity;arith.ratio],,,,[-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,_RA,(F9.5),Right Ascension (J2000) from SIMBAD (not part of the original data),[ucd=pos.eq.ra;meta.main],,,,deg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Column,_DE,(F9.5),Declination (J2000) from SIMBAD (not part of the original data),[ucd=pos.eq.dec;meta.main],,,,deg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
